diameter_um,worst_percent,worst_um
170.51060715,0.27964395,0.47682259
170.83837397,0.27910743,0.47682259
171.16677085,0.27857195,0.47682260
171.49579899,0.27803747,0.47682259
171.82545961,0.27750404,0.47682259
172.15575393,0.27697164,0.47682262
172.48668316,0.27644023,0.47682259
172.81824852,0.27590986,0.47682259
173.15045124,0.27538053,0.47682262
173.48329255,0.27485218,0.47682261
173.81677366,0.27432485,0.47682260
174.15089581,0.27379855,0.47682262
174.48566024,0.27327324,0.47682262
174.82106817,0.27274895,0.47682262
175.15712084,0.27222564,0.47682259
175.49381950,0.27170337,0.47682262
175.83116538,0.27118207,0.47682259
176.16915973,0.27066180,0.47682262
